sample_id,brand,quantity,pack_count,unit_quantity,category,price
14618,9677,32.0,1,32.0,16,20.99
164786,1332,1.0,1,1.0,17,7.99
239098,9645,11.0,1,11.0,25,14.99
133022,8712,16.0,1,16.0,2,3.86
258068,6284,5.0,1,5.0,0,12.49
275259,8496,20.0,1,20.0,25,8.92
268275,2756,21.0,1,21.0,9,8.0
187234,4726,3.0,1,3.0,17,50.87
229873,7685,1.3,1,1.3,17,1.69
131268,8647,26.0,1,26.0,17,24.99
281127,517,52.2,6,8.700000000000001,23,4.51
121890,1232,2.0,2,1.0,17,8.245000000000001
181709,3768,5.25,12,0.4375,23,60.14
261062,4827,48.0,1,48.0,9,33.1
179120,2292,11.4,1,11.4,9,12.489999999999998
131182,3782,120.0,60,2.0,7,67.66
240933,6085,72.0,1,72.0,8,40.85
192001,4807,27.0,3,9.0,9,12.49
156153,5669,19.92,6,3.3200000000000003,16,1.4
194114,9915,75.0,1,75.0,17,31.5
211681,3600,90.0,12,7.5,23,70.32
115544,2500,14.0,1,14.0,23,17.99
148127,8487,27.97,1,27.97,8,19.64
158903,3579,64.0,1,64.0,2,2.59
45781,2718,4.0,1,4.0,9,131.76
70784,6438,1.0,1,1.0,17,16.99
283293,2066,6.0,1,6.0,20,5.135
151758,4807,24.0,1,24.0,25,4.68
44596,1107,2.0,1,2.0,17,6.055
100301,207,96.0,1,96.0,17,23.99
206861,5224,80.0,1,80.0,20,13.645
269982,6386,1.0,1,1.0,17,219.75
192953,7689,1.0,1,1.0,16,19.99
6484,724,78.0,3,26.0,23,17.91
86813,8711,128.0,8,16.0,23,4.390000000000001
249660,8118,6.0,1,6.0,17,6.65
85383,9055,17.0,1,17.0,14,4.79
210105,1168,80.0,1,80.0,15,19.99
181870,6600,15.0,1,15.0,21,18.95
4373,4573,13.2,1,13.2,17,17.99
209935,4169,4.0,1,4.0,9,7.99
140883,2097,96.0,1,96.0,17,25.01
248098,5311,21.0,2,10.5,2,19.99
289030,2786,240.0,4,60.0,2,5.49
75326,4939,20.0,1,20.0,2,11.0
257062,1673,24.0,2,12.0,8,18.67
84359,8080,90.0,6,15.0,9,1.4
38050,4888,384.0,12,32.0,17,3.215
227935,9400,32.0,1,32.0,23,11.2
246881,7429,14.0,1,14.0,20,24.99
293905,8219,2.34,3,0.7799999999999999,17,6.135
242822,2908,9.0,1,9.0,15,31.5
227054,4559,5.0,4,1.25,23,6.49
146164,4628,100.0,1,100.0,15,39.71
164689,6611,8.07,1,8.07,23,6.225
29413,8418,6.0,3,2.0,17,32.205
239309,1817,44.0,4,11.0,17,6.845000000000001
24150,343,20.0,1,20.0,25,9.15
274767,5092,7.0,1,7.0,21,3.2350000000000003
158036,3654,13.5,3,4.5,17,8.43
207655,5659,11.0,1,11.0,17,7.140000000000001
177072,8933,64.0,1,64.0,15,24.99
226891,7781,24.0,1,24.0,17,6.44
184840,5125,54.0,1,54.0,15,19.61
299370,8957,10.8,6,1.8,17,31.675
229563,1731,1.0,1,1.0,20,23.95
200498,6588,16.0,1,16.0,17,16.99
88144,9707,2.0,2,1.0,7,4.640000000000001
16561,9603,42.0,1,42.0,17,27.49
39931,4766,36.0,3,12.0,17,10.8
238833,9812,36.0,1,36.0,8,29.98
189428,8957,16.0,1,16.0,16,22.78
216288,4607,,1,,8,10.35
55979,6103,1.0,1,1.0,2,9.99
89498,8332,24.0,1,24.0,23,7.2
257362,1330,3.0,1,3.0,7,6.39
186282,4909,96.0,6,16.0,15,48.32
181042,9020,11.0,1,11.0,13,18.9
267647,5228,7.0,1,7.0,23,3.59
239798,1841,11.25,1,11.25,20,43.69
93179,3822,8.0,1,8.0,2,5.74
84444,6791,19.0,1,19.0,17,7.8
203025,6957,18.0,1,18.0,8,12.99
249816,4848,1.0,1,1.0,17,17.78
274175,7401,7.32,4,1.83,0,3.79
184178,9673,1.0,1,1.0,17,7.65
273411,8399,252.0,6,42.0,2,28.67
267716,1464,0.45,5,0.09,17,4.84
145393,4066,1.0,1,1.0,23,44.95
189115,5225,4.25,1,4.25,17,9.99
19429,7470,16.0,1,16.0,15,50.19
113128,6588,1.0,1,1.0,25,16.49
41932,6479,,1,,17,5.19
240212,8998,6.0,3,2.0,25,21.45
285524,7119,14.1,1,14.1,23,6.69
109175,1019,1.0,1,1.0,17,22.78
70710,6253,24.0,12,2.0,0,4.69
294905,7964,192.0,12,16.0,17,2.2350000000000003
230708,6561,3.2,1,3.2,17,2.575
105457,4224,19.0,2,9.5,17,5.39
15967,8336,13.4,1,13.4,9,13.95
68289,5680,4.25,1,4.25,16,4.86
280129,7204,100.0,1,100.0,16,7.285
267726,6601,15.0,2,7.5,16,18.275
46173,5254,10.2,1,10.2,17,7.49
152652,3398,2.5,1,2.5,17,5.54
64331,6437,10.5,1,10.5,16,16.08
56408,3501,24.0,2,12.0,23,17.99
12294,4193,28.5,30,0.95,16,46.49
66018,1731,16.0,1,16.0,17,19.95
11360,6184,48.0,1,48.0,23,37.47
185462,5588,2.0,1,2.0,0,16.45
91779,1845,3.0,1,3.0,17,4.12
234716,6513,172.8,24,7.2,13,35.1
296488,9398,1.0,1,1.0,21,12.99
269339,4607,12.0,1,12.0,8,13.99
91693,5,10.0,1,10.0,20,9.99
63750,8319,190.8,1,190.8,2,18.34
140189,6069,4.0,1,4.0,2,6.45
14096,450,24.0,1,24.0,2,2.59
129378,6538,1.0,1,1.0,20,3.94
124849,4230,25.4,2,12.7,17,11.815
11518,2532,320.0,20,16.0,17,86.62
150140,3768,48.0,12,4.0,7,3.12
284228,8385,42.0,24,1.75,17,31.99
290922,1232,64.0,1,64.0,16,15.265
160550,8720,5.0,1,5.0,2,13.85
211905,1936,7.5,1,7.5,15,3.83
18314,910,100.0,1,100.0,15,54.27
106467,5163,14.0,1,14.0,17,15.89
60605,3919,35.0,1,35.0,2,24.13
258251,2177,36.0,3,12.0,9,7.390000000000001
156019,8554,4.0,1,4.0,25,33.33
262186,9453,32.0,4,8.0,17,19.42
76404,9533,12.0,1,12.0,25,13.98
88438,2892,120.0,1,120.0,20,1.595
253586,8461,18.0,1,18.0,23,34.0
39976,2594,48.0,3,16.0,17,10.39
79269,506,84.0,12,7.0,23,3.69
26201,6397,36.0,2,18.0,2,8.745000000000001
142896,8552,50.0,1,50.0,15,46.89
227836,727,103.8,6,17.3,20,5.49
266916,1936,17.0,1,17.0,15,5.87
69095,4825,24.0,1,24.0,23,23.5
61314,7275,1.0,1,1.0,15,22.99
207122,8720,8.6,1,8.6,2,4.29
137612,1107,5.2,1,5.2,21,9.9
106020,7370,42.0,6,7.0,7,4.96
96171,6380,0.93,1,0.93,17,12.99
271222,869,216.0,1,216.0,2,2.79
185020,2535,48.0,1,48.0,21,8.9
120060,3561,5.5,1,5.5,7,13.81
11066,8756,10.0,1,10.0,23,21.57
132035,270,144.0,1,144.0,25,37.92
23053,6513,60.0,1,60.0,2,4.985
139061,3615,32.0,4,8.0,5,1.99
274752,7964,11.0,1,11.0,17,7.55
80692,8678,6.0,6,1.0,17,10.32
252783,3398,21.6,1,21.6,17,7.42
180689,8301,1.0,1,1.0,17,12.99
50729,5963,48.0,1,48.0,17,28.19
297378,6588,18.0,1,18.0,25,5.99
106349,2457,101.6,4,25.4,8,8.99
181683,3768,230.4,24,9.6,21,37.615
46217,6590,24.0,1,24.0,2,7.73
145121,6059,75.0,1,75.0,15,68.14
45982,3850,15.5,1,15.5,17,18.535
278218,2137,61.2,6,10.200000000000001,9,6.19
252079,9537,33.6,1,33.6,23,38.99
25572,9196,100.0,1,100.0,25,83.35
75700,2154,12.0,3,4.0,2,2.395
18649,6297,28.2,2,14.1,17,4.59
158556,9299,48.0,8,6.0,25,5.19
93317,3310,11.3,1,11.3,8,5.88
175683,94,27.0,1,27.0,23,6.6
64100,7845,12.0,1,12.0,16,9.99
259302,7923,2.0,1,2.0,2,10.25
31974,8354,2.0,1,2.0,9,16.99
256454,5750,1.25,1,1.25,17,7.07
251968,3615,2.0,1,2.0,17,1.88
69176,3766,1.0,1,1.0,20,16.99
34660,3723,6.0,1,6.0,20,59.35
89208,1864,6.0,6,1.0,25,12.145
28823,7283,240.0,48,5.0,17,2.435
221629,4660,48.0,4,12.0,17,9.125
82732,7632,48.0,1,48.0,9,1.535
12282,5089,25.35,1,25.35,23,10.49
276565,6251,,1,,0,1.99
18793,2361,25.0,1,25.0,15,19.6
157035,2564,48.0,1,48.0,17,91.34
127522,2672,36.0,3,12.0,8,7.33
199615,1018,0.7055,1,0.7055,17,6.03
144831,8620,15.0,1,15.0,16,13.59
294804,2671,384.0,24,16.0,17,41.205
227150,9159,4.59,1,4.59,16,11.99
291174,8799,20.0,1,20.0,25,9.095
180620,9135,4.24,4,1.06,17,3.56
283010,6613,105.6,12,8.799999999999999,17,4.29
91280,7539,51.6,12,4.3,20,1.48
141190,3314,64.0,1,64.0,15,40.15
242017,6196,16.0,1,16.0,23,14.95
143908,3371,24.0,1,24.0,15,81.28
151281,3768,294.0,12,24.5,14,3.69
185461,450,48.0,1,48.0,17,9.17
246426,5979,80.0,1,80.0,20,42.79
64584,263,,1,,17,58.13
243452,6506,32.0,1,32.0,15,4.99
176263,5601,35.2,1,35.2,17,43.14
154702,5909,1.0,1,1.0,17,270.69
198375,9659,16.0,1,16.0,9,24.65
196364,1921,8.0,1,8.0,20,39.11
35678,8917,11.0,1,11.0,15,14.99
12903,5092,8.4,1,8.4,16,18.49
228524,5928,42.0,1,42.0,20,22.435
73768,1233,15.0,1,15.0,17,3.58
139960,5655,16.0,1,16.0,15,10.0
286181,4084,60.0,60,1.0,7,57.68
207591,1016,16.0,2,8.0,17,14.99
15025,2156,1.0,1,1.0,17,21.98
72462,3349,3.0,1,3.0,21,21.47
253055,8604,12.0,2,6.0,23,16.9
169367,5926,8.16,1,8.16,2,5.885
142423,6854,16.0,1,16.0,15,97.46
17443,5868,7.4,1,7.4,17,4.98
61414,5365,32.0,1,32.0,15,44.99
118652,5982,8.0,1,8.0,17,98.24
161176,1611,,1,,8,32.35
280571,5841,6.0,6,1.0,21,20.35
267992,6600,24.0,1,24.0,23,18.99
259029,7395,24.0,12,2.0,25,20.98
277605,6171,12.0,1,12.0,17,11.114999999999998
118823,6042,1.98,1,1.98,15,3.99
191290,519,6.0,1,6.0,15,5.965
147495,7969,5.4,1,5.4,15,7.79
281924,1864,20.0,1,20.0,25,5.69
128887,661,36.0,1,36.0,2,31.93
38324,476,1.0,1,1.0,17,4.69
95603,9652,72.0,6,12.0,8,72.6
72391,5130,64.0,1,64.0,2,22.32
224830,2257,36.0,36,1.0,23,19.49
71226,1177,180.0,12,15.0,16,20.93
210305,6753,1.0,1,1.0,17,7.14
126143,4587,5.0,1,5.0,17,5.78
246158,4866,52.9,5,10.58,0,5.23
241762,3765,14.1,1,14.1,13,12.99
172665,1107,24.0,1,24.0,17,1.91
191769,1611,30.6,3,10.200000000000001,9,5.49
175791,2875,6.2,1,6.2,17,2.53
150758,8487,96.0,1,96.0,8,17.689999999999998
8629,6222,50.8,1,50.8,2,19.44
263783,2133,10.5,1,10.5,15,5.29
155847,8474,75.0,1,75.0,15,14.99
149614,128,20.0,20,1.0,17,45.99
237045,7573,7.92,6,1.32,25,8.73
132088,3314,80.0,1,80.0,23,78.18
203799,5659,8.0,1,8.0,17,14.95
137681,5724,51.2,2,25.6,9,23.955
144112,2142,24.0,1,24.0,15,81.92
19809,542,25.0,1,25.0,15,16.82
176233,4600,54.0,1,54.0,20,5.79
37317,415,384.0,12,32.0,15,2.69
29519,3125,72.0,6,12.0,15,17.99
45672,390,6.0,1,6.0,17,6.99
167660,3465,64.0,1,64.0,15,76.84
191461,9611,8.57,1,8.57,17,6.76
221319,6256,100.0,1,100.0,12,16.99
45408,8415,6.0,1,6.0,16,5.16
202035,3648,8.0,1,8.0,23,12.99
292974,2190,384.0,48,8.0,21,0.78
91129,2521,8.0,1,8.0,25,56.47
253370,8678,16.0,1,16.0,25,1.32
53898,3314,48.0,1,48.0,20,24.14
290103,8585,96.0,4,24.0,17,6.4
182498,9777,10.5,1,10.5,13,5.98
120941,5347,1.0,1,1.0,17,16.99
129352,8957,1.0,1,1.0,17,9.99
109220,3741,30.0,1,30.0,15,15.49
269576,223,4.0,1,4.0,17,7.774999999999999
135933,6664,1.0,1,1.0,17,9.99
260903,6791,108.0,12,9.0,12,33.63
87394,5928,,1,,20,8.91
6876,3240,7.0,1,7.0,23,17.58
29354,1095,1.0,1,1.0,17,11.0
176270,5731,1.0,1,1.0,16,10.99
296120,8301,96.0,6,16.0,9,4.255
122036,9240,2.4,1,2.4,17,20.99
292416,4084,12.0,1,12.0,17,5.35
104962,9135,3.5,1,3.5,25,7.95
127282,8083,2.5,1,2.5,0,5.29
244771,337,2.0,1,2.0,25,11.11
192325,8411,3.0,1,3.0,16,10.87
285643,2266,6.5,1,6.5,2,9.95
75534,4018,8.0,8,1.0,15,12.32
61191,160,384.0,1,384.0,17,15.99
55704,9574,7.0,1,7.0,17,19.95
289943,5325,10.6,1,10.6,17,6.68
264992,3395,1.0,1,1.0,15,67.48
89275,1010,12.0,12,1.0,17,43.99
219173,3224,12.0,1,12.0,16,14.99
243424,1548,12.0,12,1.0,17,1.97
160601,6606,12.0,12,1.0,17,22.73
162290,2337,13.2,1,13.2,2,2.99
14285,1123,108.0,6,18.0,25,17.674999999999997
196452,6828,8.0,1,8.0,15,37.35
154419,1265,12.0,1,12.0,9,14.99
140224,6297,84.8,8,10.6,5,27.56
263435,8487,1.0,1,1.0,13,1.5
56063,9673,1.0,1,1.0,17,5.96
14273,6846,48.0,1,48.0,17,19.99
220050,4254,1.0,1,1.0,25,39.95
230357,3627,192.0,12,16.0,15,6.99
66370,8133,32.0,1,32.0,15,15.49
161647,2852,6.0,1,6.0,2,47.22
67736,5802,20.0,1,20.0,17,15.99
16393,4681,72.0,1,72.0,23,14.085
289593,5799,480.0,12,40.0,16,12.155
186244,7229,0.9,10,0.09,2,7.56
92682,8454,640.0,1,640.0,17,164.99
215867,6513,202.8,101,2.007920792079208,2,4.975
264585,2337,22.0,22,1.0,25,13.82
26377,1441,108.0,6,18.0,2,13.95
271088,3941,1.0,1,1.0,17,13.95
285857,8496,18.0,1,18.0,16,5.16
155029,6588,1.0,1,1.0,17,89.97
37144,8605,16.0,1,16.0,16,9.79
34861,4022,4.2,1,4.2,21,9.99
129281,749,5.35,1,5.35,23,2.69
239251,8538,1.0,1,1.0,9,34.0
193214,9652,12.0,1,12.0,8,13.39
147955,7438,8.0,1,8.0,15,26.47
197708,6868,7.0,2,3.5,21,24.81
69433,6256,8.0,1,8.0,16,13.99
29451,1107,12.0,1,12.0,17,8.95
19402,7104,50.0,1,50.0,15,37.63
296851,2228,12.0,1,12.0,17,10.46
130409,4200,192.0,4,48.0,23,12.745
271879,8487,20.0,1,20.0,8,14.49
25671,6775,13.5,1,13.5,2,18.95
243314,8272,12.0,1,12.0,20,24.99
205962,878,1.0,1,1.0,20,9.98
33564,6590,8.0,1,8.0,14,28.48
108757,1031,12.0,1,12.0,17,20.99
250321,7148,22.0,1,22.0,17,5.99
81032,5607,13.5,1,13.5,16,4.04
267364,9454,27.05,1,27.05,2,10.43
80784,6588,8.0,1,8.0,25,28.62
179794,2771,120.0,1,120.0,21,68.59
5445,2511,8.0,1,8.0,15,29.41
108353,8831,144.0,6,24.0,16,24.99
46471,421,338.0,20,16.9,17,29.99
147022,7258,50.0,1,50.0,15,32.2
144983,3024,150.0,1,150.0,15,77.04
83139,1220,51.0,1,51.0,23,39.995
281025,3615,8.9,6,1.4833333333333334,23,3.79
218060,4811,16.0,1,16.0,25,13.95
108130,7487,5.8,1,5.8,17,19.3
114351,6588,4.0,1,4.0,25,10.99
105746,7082,3.5,1,3.5,17,1.38
276395,4224,45.0,1,45.0,17,2.64
118628,3378,16.0,1,16.0,23,34.99
102650,1731,36.0,1,36.0,17,46.99
152601,919,15.0,1,15.0,0,36.97
205799,6543,42.0,12,3.5,17,48.49
135061,8957,1.0,1,1.0,16,29.3
213750,9494,4.5,1,4.5,25,13.99
142791,4052,150.0,1,150.0,15,126.3
196260,8111,16.0,1,16.0,25,66.86
155327,2093,12.0,1,12.0,0,328.6
122747,4450,6.5,1,6.5,23,8.219999999999999
65609,3841,56.0,4,14.0,25,149.99
165092,9293,28.0,1,28.0,23,9.265
241010,8551,6.78,1,6.78,16,7.95
207475,1145,24.0,2,12.0,21,3.99
51083,56,16.0,1,16.0,2,18.49
187117,5657,16.0,1,16.0,17,14.49
234845,6603,5.0795,1,5.0795,17,5.34
64688,1168,80.0,1,80.0,17,30.67
76171,9135,3.88,1,3.88,20,18.01
185529,3782,127.2,60,2.12,17,26.78
106765,6514,56.0,1,56.0,7,8.22
286808,3612,24.0,24,1.0,17,40.2
70527,3656,32.0,1,32.0,17,16.95
281901,4554,7.0,1,7.0,9,1.99
128893,8641,112.0,1,112.0,17,114.63
9224,3615,30.0,12,2.5,17,1.685
135972,7285,22.2,1,22.2,17,8.99
280614,6043,96.0,12,8.0,17,1.47
78547,9135,8.46,1,8.46,16,35.98
215488,6726,1.0,1,1.0,23,5.49
158788,1093,180.0,12,15.0,21,3.73
77717,8301,11.5,1,11.5,17,11.97
116874,8870,8.8,1,8.8,17,12.25
262387,8843,46.0,1,46.0,17,20.165
209317,7847,16.0,1,16.0,17,21.33
74174,6454,1.0,1,1.0,17,71.49
82628,1232,48.0,1,48.0,17,6.69
252069,6435,1.0,1,1.0,17,6.77
263627,8882,42.0,1,42.0,20,20.315
215276,6041,136.0,1,136.0,2,33.98
84858,2137,35.3,1,35.3,9,7.79
23509,454,400.0,1,400.0,7,195.64
297640,7690,35.2,1,35.2,8,29.95
91744,6315,24.0,6,4.0,23,56.06
243691,5016,50.0,1,50.0,15,48.95
7143,5339,10.7,1,10.7,17,86.965
282321,7342,26.0,1,26.0,17,12.22
120914,8215,32.1,3,10.700000000000001,19,8.77
197731,8038,24.0,1,24.0,9,66.97
122733,3388,8.8,1,8.8,20,8.99
259174,6849,160.0,85,1.8823529411764706,7,70.0
22032,8957,8.0,1,8.0,17,7.49
89221,2342,6.0,6,1.0,21,45.23
228305,2001,7.6,2,3.8,8,27.77
89722,4313,15.0,1,15.0,21,1.5
4314,4151,78.0,3,26.0,8,31.545
72212,3441,14.1,1,14.1,21,9.45
267650,5228,6.2,1,6.2,17,3.29
290078,3237,108.0,6,18.0,17,11.675
3666,7173,276.0,1,276.0,21,2.53
293518,9087,48.0,1,48.0,25,5.58
77058,890,36.0,12,3.0,17,9.0
109622,7158,84.0,6,14.0,23,26.59
200310,4600,24.0,2,12.0,20,4.99
81857,7486,72.0,1,72.0,13,2.29
166121,3172,,1,,17,13.5
90025,864,12.0,1,12.0,17,7.955
18198,1413,8.0,1,8.0,15,26.14
158710,5607,10.0,1,10.0,17,6.945
73918,8487,12.0,2,6.0,17,7.635
252942,1174,30.0,1,30.0,17,8.31
16463,971,480.0,1,480.0,25,39.99
31235,2559,14.5,1,14.5,17,1.59
296073,4766,1.0,1,1.0,23,15.75
215502,5774,12.0,12,1.0,20,39.99
156522,2987,405.6,12,33.800000000000004,2,30.17
149904,5261,16.93,1,16.93,2,23.465
24415,8094,16.0,1,16.0,23,20.9
26177,8219,3.0,1,3.0,2,9.34
125137,3899,80.0,10,8.0,23,3.34
174480,1369,6.0,1,6.0,17,43.57
105434,2055,14.3,1,14.3,5,3.28
166931,4119,3.0,3,1.0,17,3.88
122070,1232,3.0,3,1.0,17,3.99
85173,3444,,24,,17,40.09
16432,5116,2.0,2,1.0,27,5.89
115895,9073,1.0,1,1.0,17,16.59
113641,8486,240.0,1,240.0,23,64.745
118072,5261,12.0,1,12.0,2,19.95
3462,8488,4.4,1,4.4,13,8.9
288678,1440,67.6,4,16.9,21,13.4
223338,1108,16.0,1,16.0,23,20.82
184915,4799,21.0,1,21.0,15,7.765
48497,8219,1.0,1,1.0,17,6.79
223001,1521,48.0,1,48.0,23,36.0
167757,9537,63.6,12,5.3,25,5.79
224815,1327,8.0,1,8.0,23,5.75
51201,5513,60.0,12,5.0,23,39.0
189049,3357,50.8,1,50.8,16,79.99
227616,4776,51.0,6,8.5,8,37.61
220127,3715,18.0,1,18.0,15,36.8
187844,6681,12.0,1,12.0,8,13.99
29628,3397,48.0,6,8.0,21,15.26
182834,6031,46.8,1,46.8,21,2.795
291868,9998,1.0,1,1.0,9,94.99
292239,1864,1.0,1,1.0,25,8.620000000000001
272487,6171,1.0,1,1.0,16,14.75
234793,4084,95.0,100,0.95,16,12.97
204555,3343,30.0,1,30.0,25,9.95
42605,8538,11.0,1,11.0,8,12.14
247464,2927,240.0,12,20.0,23,265.17
275703,4042,7.62,6,1.27,25,3.89
70124,5307,5.29,9,0.5877777777777777,15,47.99
112795,6611,17.98,1,17.98,23,4.78
223762,4360,96.0,1,96.0,9,37.45
127644,2761,32.0,1,32.0,8,11.64
45760,5453,1.0,1,1.0,15,9.905
8838,7923,3.986,1,3.986,2,8.06
155981,7664,18.0,1,18.0,2,16.22
2448,7050,25.0,1,25.0,15,18.47
38745,9725,192.0,1,192.0,17,44.440000000000005
80897,4540,160.0,1,160.0,17,13.99
198028,1872,144.0,12,12.0,17,48.98
6869,2559,7.4,1,7.4,20,7.31
243956,7964,16.0,1,16.0,25,19.03
70617,9907,144.0,12,12.0,17,29.0
291842,724,48.0,1,48.0,23,59.0
280525,9116,120.0,6,20.0,25,6.04
183612,5724,1.0,1,1.0,8,2.83
80899,4540,160.0,1,160.0,13,14.69
108146,1122,1.0,1,1.0,0,18.99
295799,7204,6.0,6,1.0,25,6.115
162698,5260,20.0,1,20.0,25,3.31
204871,5454,10.65,1,10.65,15,5.640000000000001
227878,6131,1.0,1,1.0,16,14.99
294056,1940,1.0,1,1.0,2,13.895
138228,8065,1.0,1,1.0,17,9.65
58685,8292,1.0,1,1.0,12,16.0
93736,1671,10.0,1,10.0,15,11.31
264106,1961,8.0,1,8.0,23,3.99
199585,9087,1.0,1,1.0,0,103.99
167844,9198,9.0,1,9.0,21,3.17
212746,3314,12.0,1,12.0,25,20.65
175323,4201,72.0,6,12.0,2,87.97
208782,6398,1.0,1,1.0,23,39.99
64294,8195,192.0,1,192.0,16,3.29
122757,7457,405.6,12,33.800000000000004,17,34.92
20468,3930,60.0,1,60.0,17,18.06
2685,1222,16.0,1,16.0,15,88.39
196361,9656,16.0,1,16.0,15,40.08
193453,8487,142.5,1,142.5,2,7.99
289747,6171,64.0,4,16.0,17,10.17
32341,5298,1.0,1,1.0,20,7.99
139699,4135,,16,,17,33.23
253369,1974,24.0,1,24.0,16,41.58
54990,6205,1.0,6,0.16666666666666666,23,50.53
43630,6336,27.0,12,2.25,23,16.895
290803,9645,264.0,1,264.0,17,100.75
21848,5658,22.0,1,22.0,17,11.41
11610,1750,5.0,1,5.0,7,7.3
122564,9269,33.0,2,16.5,16,22.28
18045,1483,75.0,1,75.0,15,54.69
264717,6562,1.0,6,0.16666666666666666,17,24.79
64639,2559,132.0,1,132.0,17,1.51
163562,6916,24.0,2,12.0,8,15.06
141896,7565,16.0,1,16.0,23,46.99
76186,8882,13.5,1,13.5,15,1.74
196601,8861,16.0,1,16.0,15,40.08
265011,5266,1.3699999999999999,1,1.3699999999999999,17,36.58
143474,9813,144.0,12,12.0,25,49.99
109343,6528,8.4,1,8.4,16,5.19
249959,1220,324.0,12,27.0,20,21.18
211606,5804,2.0,1,2.0,17,33.29
276033,7627,16.0,1,16.0,17,4.51
295445,6080,79.04,1,79.04,15,29.99
214894,7633,12.0,1,12.0,2,26.98
126053,9112,60.0,1,60.0,2,22.51
151261,1671,6.3,1,6.3,15,11.96
146482,5193,150.0,1,150.0,15,56.56
148831,1232,21.12,1,21.12,0,22.78
275080,3398,2.7,1,2.7,2,6.005
109646,1936,19.1,1,19.1,23,11.99
36071,3217,405.72,12,33.81,2,22.0
84480,3044,40.0,20,2.0,13,59.8
57261,9991,30.0,12,2.5,23,18.93
105314,5181,400.0,1,400.0,20,169.98
212016,3600,32.0,12,2.6666666666666665,21,118.94
97769,5657,4.0,1,4.0,25,17.29
10550,190,30.0,1,30.0,20,15.835
59206,8219,1.0,12,0.08333333333333333,17,29.93
247645,8990,1.0,1,1.0,17,1.0
17795,7203,14.0,1,14.0,17,14.095
188403,2337,50.0,50,1.0,17,2.99
60944,450,26.7,1,26.7,20,3.33
246762,7344,36.03,1,36.03,23,25.44
28486,1107,86.4,1,86.4,23,39.71
125399,6042,16.0,1,16.0,17,14.49
167005,6658,15.0,3,5.0,17,3.44
213536,8916,100.0,1,100.0,16,14.99
209598,1371,12.0,1,12.0,8,13.99
210099,8744,0.11,1,0.11,20,39.88
64710,2281,24.0,1,24.0,23,42.39
55941,1430,18.0,1,18.0,20,5.19
124008,5740,56.0,1,56.0,13,12.09
143788,5623,100.0,1,100.0,15,39.71
86180,8957,16.0,1,16.0,16,20.71
203370,4871,15.25,1,15.25,17,6.89
159986,5657,11.0,1,11.0,17,11.98
207200,7197,20.0,6,3.3333333333333335,16,47.99
139760,5186,1.0,12,0.08333333333333333,17,81.26
148177,6184,5.5,1,5.5,17,5.49
58960,9565,3.0,3,1.0,17,9.99
63386,4871,72.0,6,12.0,17,7.98
18621,2667,16.0,2,8.0,17,19.54
52908,7344,29.4,1,29.4,15,17.39
126006,4266,1.0,1,1.0,2,7.95
33251,5211,16.0,1,16.0,17,4.449999999999999
150178,3768,140.0,20,7.0,21,15.09
155701,6228,1.0,1,1.0,17,22.14
209977,1939,12.0,12,1.0,23,1.99
235069,1713,32.0,1,32.0,8,22.0
227446,3812,100.0,1,100.0,8,15.44
38856,888,96.0,1,96.0,17,3.71
286817,6827,75.0,1,75.0,25,98.99
159003,4024,150.0,3,50.0,25,13.99
168426,8304,12.0,1,12.0,23,4.39
159825,7099,405.6,12,33.800000000000004,2,5.95
50306,6918,36.0,3,12.0,7,6.59
117445,3134,16.0,16,1.0,2,21.495
279268,3920,18.0,12,1.5,21,46.49
199021,7171,5.0,1,5.0,21,7.21
57659,5849,1.0,1,1.0,21,10.805
208789,6398,1.0,1,1.0,23,39.99
167739,5657,22.0,1,22.0,17,17.49
162121,5750,0.87,1,0.87,17,1.925
295085,8413,6.0,1,6.0,17,50.16
210779,6637,25.0,1,25.0,19,134.98
248498,8885,64.0,8,8.0,20,34.95
75864,3030,45.0,1,45.0,17,4.890000000000001
282915,3130,3.0,1,3.0,17,0.895
82808,8326,,1,,13,13.92
181380,9175,80.0,1,80.0,8,77.96
230663,8447,192.0,1,192.0,17,8.96
240017,8219,96.0,16,6.0,2,5.380000000000001
163372,4962,8.0,1,8.0,17,39.8
240295,4183,21.0,1,21.0,23,13.99
226735,3143,1.0,1,1.0,20,28.95
61810,1222,112.88,1,112.88,23,37.57
37750,4334,32.0,1,32.0,9,5.68
257170,1241,14.0,1,14.0,17,8.49
173092,7999,8.0,1,8.0,15,12.95
128433,7233,4.8,1,4.8,23,10.99
17638,2578,35.0,2,17.5,17,15.525
131503,1142,1.76,1,1.76,16,14.9
213460,8128,16.0,1,16.0,7,19.44
166338,8490,,20,,16,1.19
231933,3560,9.0,1,9.0,21,5.99
159976,5657,11.0,1,11.0,17,11.98
265259,6070,4.5,1,4.5,17,2.935
244862,3144,1.0,1,1.0,17,17.99
155053,7288,1.0,1,1.0,17,21.47
55166,8487,28.0,1,28.0,15,5.29
144979,408,50.0,1,50.0,15,20.27
73701,9588,1.0,1,1.0,17,8.69
60710,1243,16.0,1,16.0,17,1.64
258896,7429,80.0,1,80.0,15,36.49
297595,4788,1.8,1,1.8,17,1.135
193292,8411,20.0,1,20.0,16,15.71
240244,7178,16.0,1,16.0,23,24.89
202394,6890,31.9935,1,31.9935,15,9.68
278037,1232,88.0,4,22.0,20,6.640000000000001
